Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,cogs,Date,Time,Payment,Rating
124-31-1458,A,Trichy,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,238.77,1/8/2019,14:30,Cash,6.6
125-45-2293,A,Trichy,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,594.6,1/19/2019,13:11,Cash,4.2
126-54-1082,A,Trichy,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,193.86,1/7/2019,11:44,Credit card,8.8
127-47-6963,A,Trichy,Normal,Male,Health and beauty,51.71,4,10.342,217.182,206.84,3/9/2019,13:53,Credit card,9.8
129-29-8530,A,Trichy,Member,Male,Sports and travel,62.62,5,15.655,328.755,313.1,3/10/2019,19:15,Ewallet,7.0
130-67-4723,A,Trichy,Member,Male,Sports and travel,48.5,6,14.55,305.55,291.0,1/11/2019,13:57,Ewallet,9.4
130-98-8941,C,Chennai,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,449.82,2/9/2019,10:00,Cash,5.7
131-15-8856,C,Chennai,Member,Female,Food and beverages,72.52,8,29.008,609.168,580.16,3/30/2019,19:26,Credit card,4.0
131-70-8179,A,Trichy,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,276.27,2/17/2019,16:27,Cash,4.2
132-23-6451,A,Trichy,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,104.85,1/4/2019,13:21,Cash,7.8
132-32-9879,B,karur,Member,Female,Health and beauty,93.96,4,18.792,394.632,375.84,3/9/2019,18:00,Cash,9.5
133-14-7229,C,Chennai,Normal,Male,Health and beauty,62.87,2,6.287,132.027,125.74,1/1/2019,11:43,Cash,5.0
133-77-3154,B,karur,Member,Male,Fashion accessories,60.18,4,12.036,252.756,240.72,2/16/2019,18:04,Credit card,9.4
134-54-4720,B,karur,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,339.36,1/30/2019,13:58,Ewallet,5.7
134-75-2619,A,Trichy,Member,Male,Electronic accessories,19.32,7,6.762,142.002,135.24,3/25/2019,18:51,Cash,6.9
135-13-8269,B,karur,Member,Female,Food and beverages,78.88,2,7.888,165.648,157.76,1/26/2019,16:04,Cash,9.1
135-84-8019,A,Trichy,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,701.37,2/27/2019,16:10,Ewallet,7.6
136-08-6195,A,Trichy,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,559.68,2/15/2019,17:01,Credit card,6.4
137-63-5492,C,Chennai,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,587.6,1/29/2019,14:26,Ewallet,9.0
137-74-8729,C,Chennai,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,97.52,3/13/2019,12:47,Ewallet,6.8
138-17-5109,A,Trichy,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,802.89,1/15/2019,15:42,Credit card,6.5
139-20-0155,B,karur,Member,Male,Electronic accessories,40.3,10,20.15,423.15,403.0,1/24/2019,17:37,Credit card,7.0
139-32-4183,A,Trichy,Member,Female,Sports and travel,97.48,9,43.866,921.186,877.32,3/14/2019,14:19,Ewallet,7.4
139-52-2867,C,Chennai,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,157.57,2/13/2019,10:50,Credit card,4.8
142-63-6033,B,karur,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,461.8,3/20/2019,19:17,Ewallet,4.9
142-72-4741,C,Chennai,Member,Male,Fashion accessories,93.2,2,9.32,195.72,186.4,2/28/2019,18:37,Credit card,6.0
144-51-6085,A,Trichy,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,282.96,1/5/2019,16:05,Credit card,4.4
145-94-9061,B,karur,Normal,Female,Food and beverages,88.36,5,22.09,463.89,441.8,1/25/2019,19:48,Cash,9.6
146-09-5432,A,Trichy,Member,Male,Food and beverages,35.04,9,15.768,331.128,315.36,2/9/2019,19:17,Ewallet,4.6
148-41-7930,C,Chennai,Normal,Male,Health and beauty,99.96,7,34.986,734.706,699.72,1/23/2019,10:33,Cash,6.1
148-82-2527,C,Chennai,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,121.2,3/5/2019,13:44,Credit card,8.4
149-14-0304,C,Chennai,Member,Female,Health and beauty,28.5,8,11.4,239.4,228.0,2/6/2019,14:24,Cash,6.6
149-15-7606,B,karur,Member,Male,Sports and travel,37.32,9,16.794,352.674,335.88,3/6/2019,15:31,Ewallet,5.1
149-61-1929,A,Trichy,Normal,Male,Sports and travel,64.19,10,32.095,673.995,641.9,1/19/2019,14:08,Credit card,6.7
149-71-6266,B,karur,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,702.63,1/28/2019,12:43,Cash,4.5
150-89-8043,A,Trichy,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,133.95,2/14/2019,15:04,Cash,6.2
151-16-1484,A,Trichy,Member,Male,Electronic accessories,32.25,4,6.45,135.45,129.0,2/13/2019,12:38,Ewallet,6.5
151-27-8496,C,Chennai,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,224.52,1/19/2019,11:43,Ewallet,8.6
151-33-7434,B,karur,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,67.77,2/4/2019,20:43,Credit card,6.5
152-03-4217,B,karur,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,101.52,3/17/2019,11:55,Credit card,4.3
152-08-9985,B,karur,Member,Male,Health and beauty,64.36,9,28.962,608.202,579.24,3/12/2019,12:09,Credit card,8.6
152-68-2907,A,Trichy,Normal,Male,Food and beverages,52.2,3,7.83,164.43,156.6,2/15/2019,13:30,Credit card,9.5
153-58-4872,C,Chennai,Member,Female,Food and beverages,74.89,4,14.978,314.538,299.56,3/1/2019,15:32,Ewallet,4.2
154-74-7179,B,karur,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,54.45,2/26/2019,19:24,Ewallet,7.9
154-87-7367,C,Chennai,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,522.08,3/15/2019,14:04,Ewallet,6.3
155-45-3814,C,Chennai,Member,Female,Electronic accessories,88.55,8,35.42,743.82,708.4,3/19/2019,15:29,Ewallet,4.7
156-20-0370,B,karur,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,25.45,3/10/2019,18:10,Credit card,5.1
156-95-3964,A,Trichy,Normal,Female,Food and beverages,55.39,4,11.078,232.638,221.56,3/25/2019,15:19,Ewallet,8.0
157-13-5295,A,Trichy,Member,Male,Health and beauty,51.94,10,25.97,545.37,519.4,7/9/2019,18:24,Ewallet,6.5
160-22-2687,A,Trichy,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,479.75,1/23/2019,14:21,Ewallet,8.8
162-48-8011,A,Trichy,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,222.95,2/10/2019,15:10,Cash,8.5
162-65-8559,C,Chennai,Member,Male,Food and beverages,68.98,1,3.449,72.429,68.98,1/21/2019,20:13,Cash,4.8
163-56-7055,C,Chennai,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,48.71,3/26/2019,19:20,Cash,4.1
166-19-2553,A,Trichy,Member,Male,Sports and travel,89.06,6,26.718,561.078,534.36,1/18/2019,17:26,Cash,9.9
169-52-4504,A,Trichy,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,47.07,3/14/2019,14:13,Credit card,5.8
172-42-8274,B,karur,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,76.54,3/2/2019,18:18,Credit card,5.8
173-50-1108,B,karur,Member,Female,Sports and travel,20.18,4,4.036,84.756,80.72,2/13/2019,12:14,Credit card,5.0
173-57-2300,C,Chennai,Member,Male,Sports and travel,72.88,2,7.288,153.048,145.76,3/13/2019,12:51,Cash,6.1
173-82-9529,B,karur,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,379.5,1/26/2019,14:51,Cash,9.7
174-36-3675,C,Chennai,Member,Male,Food and beverages,99.37,2,9.937,208.677,198.74,2/14/2019,17:29,Cash,5.2
174-64-0215,B,karur,Normal,Male,Sports and travel,69.74,10,34.87,732.27,697.4,3/5/2019,17:49,Credit card,8.9
174-75-0888,B,karur,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,194.22,3/14/2019,12:32,Cash,7.3
175-54-2529,A,Trichy,Member,Male,Food and beverages,22.17,8,8.868,186.228,177.36,3/3/2019,17:01,Credit card,9.6
176-64-7711,B,karur,Normal,Male,Food and beverages,32.32,3,4.848,101.808,96.96,3/27/2019,19:11,Credit card,4.3
176-78-1170,C,Chennai,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,101.43,1/26/2019,15:11,Ewallet,7.3
181-82-6255,B,karur,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,98.22,2/8/2019,10:58,Cash,7.0
181-94-6432,C,Chennai,Member,Male,Fashion accessories,69.33,2,6.933,145.593,138.66,2/5/2019,19:05,Ewallet,9.7
182-52-7000,A,Trichy,Member,Female,Sports and travel,27.04,4,5.408,113.568,108.16,1/1/2019,20:26,Ewallet,6.9
182-69-8360,B,karur,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,94.6,1/30/2019,13:32,Credit card,4.0
182-88-2763,B,karur,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,239.73,3/20/2019,19:28,Credit card,5.0
183-21-3799,C,Chennai,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,698.67,2/19/2019,15:14,Ewallet,7.2
183-56-6882,C,Chennai,Member,Female,Food and beverages,99.42,4,19.884,417.564,397.68,2/6/2019,10:42,Ewallet,7.5
186-09-3669,C,Chennai,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,81.51,1/22/2019,10:57,Ewallet,9.2
186-43-8965,A,Trichy,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,95.36,2/24/2019,10:10,Credit card,4.1
186-71-5196,A,Trichy,Member,Female,Food and beverages,79.54,2,7.954,167.034,159.08,3/27/2019,16:30,Ewallet,6.2
186-79-9562,B,karur,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,502.39,3/29/2019,14:06,Cash,8.9
187-83-5490,A,Trichy,Member,Male,Electronic accessories,20.77,4,4.154,87.234,83.08,1/31/2019,13:47,Cash,4.7
188-55-0967,B,karur,Member,Male,Health and beauty,66.47,10,33.235,697.935,664.7,1/15/2019,15:01,Credit card,5.0
189-08-9157,C,Chennai,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,285.57,1/8/2019,16:17,Credit card,5.9
189-17-4241,A,Trichy,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,175.34,3/10/2019,12:17,Credit card,7.7
189-40-5216,C,Chennai,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,674.59,1/9/2019,11:40,Cash,6.0
189-52-0236,A,Trichy,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,696.85,3/14/2019,12:07,Cash,7.6
189-55-2313,C,Chennai,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,621.8,1/31/2019,10:33,Ewallet,6.0
189-98-2939,C,Chennai,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,706.95,3/1/2019,13:22,Cash,7.2
190-14-3147,B,karur,Normal,Female,Health and beauty,17.97,4,3.594,75.474,71.88,2/23/2019,20:43,Ewallet,6.4
190-59-3964,B,karur,Member,Male,Food and beverages,47.16,5,11.79,247.59,235.8,2/3/2019,14:35,Credit card,6.0
191-10-6171,B,karur,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,277.34,1/25/2019,13:18,Cash,7.5
191-29-0321,B,karur,Member,Female,Fashion accessories,19.77,10,9.885,207.585,197.7,2/27/2019,18:57,Credit card,5.0
192-98-7397,C,Chennai,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,12.78,1/8/2019,14:11,Ewallet,9.5
195-06-0432,A,Trichy,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,243.03,1/13/2019,12:55,Credit card,9.3
196-01-2849,C,Chennai,Member,Female,Fashion accessories,73.38,7,25.683,539.343,513.66,2/10/2019,13:56,Cash,9.5
197-77-7132,B,karur,Member,Male,Electronic accessories,91.56,8,36.624,769.104,732.48,1/12/2019,18:22,Ewallet,6.0
198-66-9832,B,karur,Member,Female,Fashion accessories,72.04,2,7.204,151.284,144.08,2/4/2019,19:38,Cash,9.5
198-84-7132,B,karur,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,365.49,1/2/2019,13:40,Cash,7.0
199-75-8169,A,Trichy,Member,Male,Sports and travel,15.81,10,7.905,166.005,158.1,3/6/2019,12:27,Credit card,8.6
200-16-5952,C,Chennai,Member,Male,Food and beverages,65.65,2,6.565,137.865,131.3,1/17/2019,16:46,Cash,6.0
200-40-6154,B,karur,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,395.46,2/9/2019,11:45,Cash,5.7
201-63-8275,C,Chennai,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,475.93,2/17/2019,16:50,Ewallet,5.7
201-86-2184,B,karur,Member,Female,Electronic accessories,26.26,7,9.191,193.011,183.82,2/2/2019,19:40,Cash,9.9
207-73-1363,B,karur,Normal,Male,Health and beauty,69.51,2,6.951,145.971,139.02,3/1/2019,12:15,Ewallet,8.1
209-61-0206,A,Trichy,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,214.55,1/5/2019,17:29,Ewallet,6.1
210-30-7976,B,karur,Member,Female,Fashion accessories,22.32,4,4.464,93.744,89.28,3/14/2019,11:16,Ewallet,4.1
210-57-1719,B,karur,Normal,Female,Health and beauty,58.24,9,26.208,550.368,524.16,2/5/2019,12:34,Cash,9.7
210-67-5886,C,Chennai,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,294.63,2/5/2019,10:41,Credit card,7.8
210-74-9613,C,Chennai,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,389.04,3/16/2019,15:33,Ewallet,6.8
211-05-0490,C,Chennai,Member,Female,Electronic accessories,51.92,5,12.98,272.58,259.6,7/3/2019,13:42,Cash,7.5
211-30-9270,C,Chennai,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,87.05,1/28/2019,15:16,Credit card,4.9
212-62-1842,A,Trichy,Normal,Male,Food and beverages,58.26,6,17.478,367.038,349.56,3/28/2019,16:44,Cash,9.9
213-32-1216,A,Trichy,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,396.36,1/23/2019,10:28,Cash,7.3
213-72-6612,A,Trichy,Normal,Male,Food and beverages,43.25,2,4.325,90.825,86.5,3/20/2019,15:56,Cash,6.2
214-17-6927,C,Chennai,Normal,Female,Food and beverages,16.48,6,4.944,103.824,98.88,2/7/2019,18:23,Ewallet,9.9
214-30-2776,B,karur,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,172.45,3/11/2019,19:44,Credit card,9.0
217-58-1179,A,Trichy,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,250.6,1/5/2019,11:25,Cash,4.2
218-59-9410,A,Trichy,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,217.26,3/29/2019,16:54,Ewallet,8.2
219-22-9386,B,karur,Member,Male,Sports and travel,99.96,9,44.982,944.622,899.64,3/9/2019,17:26,Credit card,4.2
219-61-4139,C,Chennai,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,83.08,1/23/2019,17:16,Ewallet,6.4
220-28-1851,A,Trichy,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,69.46,3/1/2019,18:14,Ewallet,9.7
220-68-6701,A,Trichy,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,309.88,3/17/2019,16:36,Cash,4.2
221-25-5073,A,Trichy,Normal,Female,Food and beverages,74.66,4,14.932,313.572,298.64,3/4/2019,10:39,Cash,8.5
222-42-0244,B,karur,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,648.99,1/28/2019,13:53,Credit card,7.7
225-32-0908,C,Chennai,Normal,Female,Sports and travel,44.86,10,22.43,471.03,448.6,1/26/2019,19:54,Ewallet,8.2
225-98-1496,C,Chennai,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,81.06,3/2/2019,13:01,Credit card,7.1
226-31-3081,C,Chennai,Normal,Female,Electronic accessories,15.28,5,3.82,80.22,76.4,3/8/2019,10:29,Cash,9.6
226-34-0034,B,karur,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,55.12,1/10/2019,11:10,Ewallet,9.0
226-71-3580,C,Chennai,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,213.75,1/31/2019,12:02,Cash,9.5
227-03-5010,A,Trichy,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,420.72,3/22/2019,19:20,Credit card,8.5
227-07-4446,C,Chennai,Member,Female,Electronic accessories,78.13,10,39.065,820.365,781.3,2/10/2019,20:51,Cash,4.4
227-50-3718,A,Trichy,Normal,Male,Health and beauty,14.62,5,3.655,76.755,73.1,3/4/2019,12:23,Cash,4.4
227-78-1148,B,karur,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,509.88,2/15/2019,12:44,Cash,8.4
228-96-1411,C,Chennai,Member,Female,Food and beverages,98.7,8,39.48,829.08,789.6,3/4/2019,20:39,Cash,7.6
232-11-3025,A,Trichy,Normal,Male,Sports and travel,78.77,10,39.385,827.085,787.7,1/24/2019,10:04,Cash,6.4
232-16-2483,C,Chennai,Member,Female,Sports and travel,68.12,1,3.406,71.526,68.12,1/7/2019,12:28,Ewallet,6.8
233-34-0817,C,Chennai,Member,Female,Electronic accessories,98.84,1,4.942,103.782,98.84,2/15/2019,11:21,Cash,8.4
233-67-5758,C,Chennai,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,40.35,1/29/2019,13:46,Ewallet,6.2
234-03-4040,B,karur,Member,Female,Food and beverages,73.05,10,36.525,767.025,730.5,3/3/2019,12:25,Credit card,8.7
234-36-2483,B,karur,Normal,Male,Health and beauty,57.59,6,17.277,362.817,345.54,2/15/2019,13:51,Cash,5.1
234-65-2137,C,Chennai,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,955.8,1/16/2019,13:32,Cash,4.8
235-06-8510,C,Chennai,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,257.16,1/24/2019,20:59,Ewallet,5.1
235-46-8343,C,Chennai,Member,Male,Food and beverages,27.66,10,13.83,290.43,276.6,2/14/2019,11:26,Credit card,8.9
236-27-1144,C,Chennai,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,146.79,3/26/2019,10:31,Ewallet,8.4
236-86-3015,C,Chennai,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,13.98,2/4/2019,13:38,Ewallet,9.8
237-01-6122,C,Chennai,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,727.11,2/1/2019,20:31,Credit card,9.5
237-44-6163,A,Trichy,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,84.48,1/24/2019,17:43,Cash,7.6
238-45-6950,B,karur,Member,Male,Food and beverages,53.72,1,2.686,56.406,53.72,3/1/2019,20:03,Ewallet,6.4
238-49-0436,A,Trichy,Normal,Male,Health and beauty,32.46,8,12.984,272.664,259.68,3/27/2019,13:48,Credit card,4.9
239-10-7476,A,Trichy,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,467.7,1/21/2019,16:37,Ewallet,8.0
239-36-3640,B,karur,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,272.1,1/31/2019,13:44,Ewallet,6.1
239-48-4278,A,Trichy,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,70.91,3/10/2019,19:35,Ewallet,8.3
241-11-2261,B,karur,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,559.02,1/10/2019,10:33,Credit card,5.5
241-72-9525,B,karur,Normal,Male,Sports and travel,51.91,10,25.955,545.055,519.1,2/16/2019,12:21,Cash,8.2
241-96-5076,B,karur,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,98.2,1/8/2019,12:58,Credit card,6.4
242-11-3142,B,karur,Member,Male,Fashion accessories,83.77,2,8.377,175.917,167.54,2/24/2019,19:57,Cash,4.6
242-55-6721,B,karur,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,32.32,3/7/2019,11:49,Ewallet,6.5
243-47-2663,C,Chennai,Member,Male,Electronic accessories,18.77,6,5.631,118.251,112.62,1/28/2019,16:43,Credit card,5.5
243-55-8457,A,Trichy,Normal,Female,Food and beverages,74.44,10,37.22,781.62,744.4,2/27/2019,11:40,Ewallet,5.1
244-08-0162,B,karur,Normal,Female,Health and beauty,34.21,10,17.105,359.205,342.1,1/2/2019,13:00,Cash,5.1
246-11-3901,C,Chennai,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,328.0,2/15/2019,12:12,Cash,6.2
246-55-6923,C,Chennai,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,322.11,3/10/2019,15:06,Credit card,5.1
247-11-2470,A,Trichy,Member,Female,Fashion accessories,22.32,4,4.464,93.744,89.28,3/1/2019,16:23,Credit card,4.4
249-42-3782,A,Trichy,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,350.05,1/3/2019,11:36,Ewallet,5.5
250-17-5703,A,Trichy,Member,Male,Food and beverages,18.85,10,9.425,197.925,188.5,2/27/2019,18:24,Ewallet,5.6
250-81-7186,C,Chennai,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,99.69,2/27/2019,10:23,Credit card,8.0
252-56-2699,A,Trichy,Normal,Male,Food and beverages,43.19,10,21.595,453.495,431.9,12/7/2019,16:48,Ewallet,8.2
253-12-6086,A,Trichy,Member,Female,Sports and travel,98.4,7,34.44,723.24,688.8,7/12/2019,12:43,Credit card,8.7
254-31-0042,A,Trichy,Member,Male,Electronic accessories,21.5,9,9.675,203.175,193.5,3/6/2019,12:46,Credit card,7.8
256-08-8343,A,Trichy,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,226.12,3/4/2019,19:48,Ewallet,5.5
256-58-3609,C,Chennai,Member,Male,Fashion accessories,91.98,1,4.599,96.579,91.98,3/18/2019,15:29,Cash,9.8
257-60-7754,A,Trichy,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,200.92,1/8/2019,17:12,Cash,9.0
257-73-1380,C,Chennai,Member,Male,Sports and travel,82.93,4,16.586,348.306,331.72,1/20/2019,16:51,Ewallet,9.6
258-69-7810,C,Chennai,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,184.25,1/26/2019,18:53,Cash,9.2
258-92-7466,A,Trichy,Normal,Female,Health and beauty,35.68,5,8.92,187.32,178.4,2/6/2019,18:33,Credit card,6.6
261-12-8671,B,karur,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,121.92,1/25/2019,19:39,Credit card,4.9
262-47-2794,B,karur,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,574.88,3/6/2019,15:07,Credit card,6.2
263-10-3913,C,Chennai,Member,Male,Fashion accessories,49.04,9,22.068,463.428,441.36,1/9/2019,14:20,Credit card,8.6
263-12-5321,A,Trichy,Member,Male,Electronic accessories,92.6,7,32.41,680.61,648.2,2/27/2019,12:52,Credit card,9.3
263-87-5680,C,Chennai,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,285.3,3/18/2019,17:38,Ewallet,7.8
266-20-6657,C,Chennai,Member,Male,Food and beverages,55.04,7,19.264,404.544,385.28,3/12/2019,19:39,Ewallet,5.2
266-76-6436,C,Chennai,Member,Female,Food and beverages,38.6,3,5.79,121.59,115.8,3/28/2019,13:57,Ewallet,7.5
267-62-7380,C,Chennai,Member,Male,Electronic accessories,82.34,10,41.17,864.57,823.4,3/29/2019,19:12,Ewallet,4.3
268-03-6164,B,karur,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,96.11,1/25/2019,16:28,Ewallet,7.8
268-20-3585,C,Chennai,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,124.65,2/4/2019,12:50,Ewallet,6.0
268-27-6179,B,karur,Member,Female,Fashion accessories,56.47,8,22.588,474.348,451.76,3/9/2019,14:57,Ewallet,7.3
269-04-5750,B,karur,Member,Male,Fashion accessories,73.82,4,14.764,310.044,295.28,2/21/2019,18:31,Cash,6.7
269-10-8440,A,Trichy,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,372.19,1/21/2019,18:01,Cash,8.9
271-77-8740,C,Chennai,Member,Female,Sports and travel,29.22,6,8.766,184.086,175.32,1/1/2019,11:40,Ewallet,5.0
271-88-8734,C,Chennai,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,972.1,2/8/2019,13:00,Credit card,8.7
272-27-9238,C,Chennai,Normal,Female,Food and beverages,41.24,4,8.248,173.208,164.96,2/19/2019,16:23,Cash,7.1
272-65-1806,A,Trichy,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,547.92,1/15/2019,17:17,Ewallet,4.7
273-16-6619,B,karur,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,66.4,3/15/2019,12:20,Credit card,4.4
273-84-2164,C,Chennai,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,60.25,2/16/2019,15:53,Ewallet,5.5
